year,citation,url
2023,"Hyo Jun An, Jae Hyung Park, Chang Hyun Song, Jeong Ik Lee, Yonghee Kim, Sung Joong Kim, “Investigation for Effective Flow Path Designed for Flooding Safety System by Using MELCOR code”, Transactions of the Korean Nuclear Society Spring Meeting Jeju, Korea, May, 2023.",
2023,"Yun Sik Cho, Sung Joong Kim, “Development of Simulation Technique for Crust Formation calculation using Rigid Body Dynamics Model in Moving Particle Semi-implicit”, Transactions of the Korean Nuclear Society Spring Meeting Jeju, Korea, May, 2023.",
2023,"Won Jun Choi, Jae Hyung Park, Juhyeong Lee, Jihun Lim, Yunsik Cho, Sangtae Kim, Yonghee Kim, Youngsoo Yoon and Sung Joong Kim, “Assessment of Helium Bubbling Effect in terms of Natural Circulation Performance by Using Experiment and CFD”, Transactions of the Korean Nuclear Society Spring Meeting Jeju, Korea, May, 2023.",
2023,"Juhyeong Lee, Yonghee Kim, Sangtae Kim, Sung Joong Kim, “Analysis of natural circulation characteristics of passive molten salt fast reactor by using OpenFOAM simulation”, Transactions of the Korean Nuclear Society Spring Meeting Jeju, Korea, May, 2023.",
2023,"Hyo Jun An, Jae Hyung Park, Chang Hyun Song, Jeong Ik Lee, Yonghee Kim, Sung Joong Kim, “Effective Flooding Time Investigation for the Flooding Safety System Valve Determination Assessed by MELCOR Code”, 2023 International Congress on Advances in Nuclear Power Plants in conjunction with 38th Korea Atomic Power Annual Conference, Gyeongju, South Korea, April 23–27, 2023",
2023,"Geonhyeong Lee, Chang Hyun Song, Sung Joong Kim, “CFD Analysis of Radiative Heat Transfer Between Reactor Pressure Vessel and Metal Containment Vessel"", 2023 International Congress on Advances in Nuclear Power Plants in conjunction with 38th Korea Atomic Power Annual Conference, Gyeongju, South Korea, April 23–27, 2023",
2023,"Won Jun Choi, Jae Hyung Park, Juhyeong Lee, Jihun Lim, Yunsik Cho, Sangtae Kim, Yonghee Kim, Youngsoo Yoon, Sung Joong Kim, “Assessment of Helium Bubble Lift during Natural Circulation for Passive Molten Salt Fast Reactor (PMFR) by Using Experiment and CFD”, 2023 International Congress on Advances in Nuclear Power Plants in conjunction with 38th Korea Atomic Power Annual Conference, Gyeongju, South Korea, April 23–27, 2023",
2023,"Juhyeong Lee, Jihun Im, Yonghee Kim, Sangtae Kim, Sung Joong Kim, “Investigation of natural circulation characteristics in passive molten fast reactor by using 3-dimensional OpenFOAM simulation”, 2023 International Congress on Advances in Nuclear Power Plants in conjunction with 38th Korea Atomic Power Annual Conference, Gyeongju, South Korea, April 23–27, 2023",
2023,"Cho Yun Sik, Kim Namgook, Park Jaehyung, Choi Wonjun, Lee Juhyung, Im Jihun, Kim Sung Joong, Kim Yonghee, Yoon Youngsoo, Kim Sangtae, “Development of Conceptual Design and Preliminary Experiment for Flotation System using Helium Bubbling Technique in Passive Molten Salt Fast Reactor Primary System”, 2023 International Congress on Advances in Nuclear Power Plants in conjunction with 38th Korea Atomic Power Annual Conference, Gyeongju, South Korea, April 23–27, 2023",
2023,"Jihun Im, Jae Hyung Park, Juhyeong Lee, Won Jun Choi, Yun Sik Cho, Younghee Kim, Youngsoo Yoon, Sangtae Kim, Sung Joong Kim, “Conceptual Design of a Passive Safety System Triggered by Inactivation of the Active Systems for the Passive Molten Salt Fast Reactor.”, 2023 International Congress on Advances in Nuclear Power Plants in conjunction with 38th Korea Atomic Power Annual Conference, Gyeongju, South Korea, April 23–27, 2023",
2022,"Jihun Lim, Taesuk Kim, Jae Hyung Park, Younghee Kim, Youngsoo Yoon, Sangtae Kim, Sung Joong Kim, “Conceptual Design of a Passive Safety System Triggered by Inactivation of the Helium Bubbling System for the Passive Molten Salt Fast Reactor”, NTHAS12: The 12th Japan-Korea Symposium on Nuclear Thermal Hydraulics and Safety, Miyazaki, Japan, November, 2022",
2022,"Jae Hyung Park, Wonjun Choi, Jihun Lim, Juhyeong Lee, Yun Sik Cho, Taeseok Kim, Yonghee Kim, Youngsoo Yoon, Sangtae Kim, Sung Joong Kim, “Conceptual design of thermal-hydraulics and safety systems for passive molten salt fast reactor”, NTHAS12: The 12th Japan-Korea Symposium on Nuclear Thermal Hydraulics and Safety, Miyazaki, Japan, November, 2022",
2022,"Taeseok Kim, Geunyoung Byeon, Jae Hyung Park, Sung Joong Kim, “Modeling of Rivulet and Droplet Heat Transfer Incorporating Vertical Length Effect under Dropwise Condensation”, NTHAS12: The 12th Japan-Korea Symposium on Nuclear Thermal Hydraulics and Safety, Miyazaki, Japan, November, 2022",
2022,"Juhyeong Lee, Taeseok Kim, Yonghee Kim, Sangtae Kim, Sung Joong Kim, “Preliminary 3-dimensional analysis for natural circulation of PMFR by using OpenFOAM code”, Transactions of the Korean Nuclear Society Autumn meeting, Changwon, Korea, October, 2022",
2022,"Chang Hyun Song, Joon Young Bae, Wonjun Choi, Donggun Son, Jun-Ho Bae, and Sung Joong Kim, “Benchmarking of PHEBUS FPT0 experiment by using CINEMA and MELCOR code”, Transactions of the Korean Nuclear Society Autumn meeting, Changwon, Korea, October, 2022",
2022,"Hyo Jun An, Jae Hyung Park, Chang Hyun Song, Jeong Ik Lee, Yonghee Kim, Sung Joong Kim, “Feasibility analysis of flooding safety system of ATOM during early phase of accident by using MELCOR code”, Transactions of the Korean Nuclear Society Autumn meeting, Changwon, Korea, October, 2022",
2022,"Wonjun Choi, Jae Hyung Park, Juhyeong Lee, Jihun Lim, Yun Sik Cho, Yonghee Kim, Youngsoo Yoon, Sangtae Kim and Sung Joong Kim, “Preliminary Analysis of Helium Bubbling Effect on Two-phase Flow for Passive Molten Salt Fast Reactor (PMFR)”, Transactions of the Korean Nuclear Society Autumn meeting, Changwon, Korea, October, 2022",
2022,"Geonhyeong Lee, Taeseok Kim, Sung Joong Kim, “CFD Evaluation of Radiative and Natural Convective Conjugate Heat Transfer in the Gap Space between Small Modular Reactor Vessel and Metal Containment during Normal Operation”, Transactions of the Korean Nuclear Society Autumn meeting, Changwon, Korea, October, 2022",
2022,"Juhyeong Lee, Wonjun Choi, Byeonghee Lee, Kwang-Soon Ha, Sung Joong Kim, “Preliminary MELCOR analysis for in-containment relief valve and pool scrubbing system to mitigate fission product bypass under thermally-induced steam generator tube rupture accident in OPR1000”, Transactions of the Korean Nuclear Society Autumn meeting, Changwon, Korea, October, 2022",
2022,"Geonhyeong Lee, Taeseok Kim, Joongoo Jeon, Yonghee Kim, Sung Joong Kim, “Numerical Assessment of Thermal Radiation Shielding Effects in Small Modular Reactor with Double-vessel Structure during Normal Operation Conditions”, The 13th International Topical Meeting on Nuclear Reactor Thermal-Hydraulics, Operation and Safety (NUTHOS 13), Taichung, Taiwan, September 4–9, 2022",
2022,"Juhyeong Lee, Wonjun Choi, Byeonghee Lee, Kwang-Soon Ha, Sung Joong Kim, “Feasibility study of in-containment relief valve and pool scrubbing system in response to the steam generator tube rupture accident in OPR1000”, The 13th International Topical Meeting on Nuclear Reactor Thermal-Hydraulics, Operation and Safety (NUTHOS 13), Taichung, Taiwan, September 4–9, 2022",
2022,"Jihun Lim, Taeseok Kim, Doyoung Shin, Jae Hyung Park, Yonghee Kim, Sangtae Kim, Sung Joong Kim, “Preliminary Study on the Alternative Passive Safety Systems Triggered by Decompression of the Helium Bubbling System for the Molten Salt Reactor”, The 13th International Topical Meeting on Nuclear Reactor Thermal-Hydraulics, Operation and Safety (NUTHOS 13), Taichung, Taiwan, September 4–9, 2022",
2022,"Chang Hyun Song, Wonjun Choi, Joon Young Bae, Sung Joong Kim, “Development of classification model for source term category grouping of accident sequences by using recurrent neural network”, The 13th International Topical Meeting on Nuclear Reactor Thermal-Hydraulics, Operation and Safety (NUTHOS 13), Taichung, Taiwan, September 4–9, 2022",
2022,"Taeseok Kim, Sung Joong Kim, “Modified Modeling of Rivulet Flow during Dropwise Condensation Heat Transfer on a Long Vertical Tube under Atmospheric Condition”, Transactions of the Korean Nuclear Society Autumn meeting, Changwon, Korea, October, 2022",
2022,"Jihun Lim, Jae Hyung Park, Doyoung Shin, Yonghee Kim, Sung Joong Kim, “Preliminary Study of Conceptual Design of Passive Residual Heat Removal System for PMFR Safety”, Transactions of the Korean Nuclear Society Spring Meeting Jeju, Korea, May, 2022.",
2022,"Jae Hyung Park, Wonjun Choi, Jihun Lim, Taeseok Kim, Yonghee Kim, Youngsoo Yoon, Sangtae Kim, Sung Joong Kim, ""Design Concepts and Requirements of Passive Molten Salt Fast Reactor (PMFR)"", Transactions of the Korean Nuclear Society Spring Meeting Jeju, Korea, May, 2022.",
2022,"Jihun Lim, Doyoung Shin, Jeong Ik Lee, Sung Joong Kim, “Preliminary Study on Optimization of Dry Air-Cooled Supercritical CO2 Cycle with Environment Temperature for Small Modular Reactor Application”, The 13th International Topical Meeting on Nuclear Reactor Thermal-Hydraulics, Operation and Safety (NUTHOS 13), Taichung, Taiwan, September 4–9, 2022",
2022,"Jae Hyung Park, Doyoung Shin, Taeseok Kim, Jeong Ik Lee, Yonghee Kim, Sung Joong Kim, “FEASIBILITY ASSESSMENT OF LONG-TERM COOLABILITY OF ADVANCED SMALL MODULAR REACTOR IN MULTIPLE MODULE CONFIGURATION”, The 13th International Topical Meeting on Nuclear Reactor Thermal-Hydraulics, Operation and Safety (NUTHOS 13), Taichung, Taiwan, September 4–9, 2022",
2022,"Taeseok Kim, Doyoung Shin, Jaemin Lee, Wonjun Choi, Sung Joong Kim, “Effect of reduced constriction resistance on dropwise condensation heat transfer of layer-by-layer assembled carbon nanotube coating on long vertical tube”, The 13th International Topical Meeting on Nuclear Reactor Thermal-Hydraulics, Operation and Safety (NUTHOS 13), Taichung, Taiwan, September 4–9, 2022",
2022,"Yun Sik Cho, Chang Hyun Song, Wonjun Choi, Sung Joong Kim, “Numerical Simulation of Melt Spreading Using Modified Moving Particle Semi-implicit Method”, The 13th International Topical Meeting on Nuclear Reactor Thermal-Hydraulics, Operation and Safety (NUTHOS 13), Taichung, Taiwan, September 4–9, 2022",
2021,"Jae Hyung Park, Doyoung Shin, Taeseok Kim, Jeong Ik Lee, Yonghee Kim, Sung Joong Kim, ""Lumped Analysis of Effective Coolability by Using Flooding Safety System for Small Modular Reactors"", Transactions of the Korean Nuclear Society Autumn Meeting Changwon, Korea, October 21-22, 2021.",
2021,"Juhyeong Lee, Taeseok Kim, Doyoung Shin, Yonghee Kim, Sangtae Kim, Sung Joong Kim, ""OpenFOAM simulation of natural circulation for Passive Molten salt Fast Reactor (PMFR)"", Transactions of the Korean Nuclear Society Autumn Meeting Changwon, Korea, October 21-22, 2021.",
2021,"Jihun Lim, Doyoung Shin, Taeseok Kim, Jae Hyung Park, Yun Sik Cho, Yonghee Kim, Sangtae Kim, Sung Joong Kim, ""Preliminary Analysis of the Effect of the Gas Injection on Natural circulation for Molten Salt Reactor Type Small Modular Reactor System Operated without a Pump"", Transactions of the Korean Nuclear Society Autumn Meeting Changwon, Korea, October 21-22, 2021.",
2021,"Geonhyeong Lee, Doyoung Shin, Joongoo Jeon, Taeseok Kim, Yonghee Kim, Sung Joong Kim, ""CFD Assessment of Steady-State Heat Loss through Metal Containment of ATOM"", Transactions of the Korean Nuclear Society Autumn Meeting Changwon, Korea, October 21-22, 2021.",
2021,"Doyoung Shin, Namgook Kim, Joonyoung Bae, Sung Joong Kim, ""Effects of chromium-based accident tolerant fuel coating on rewetting temperature under reflood condition,"" Transactions of the Korean Nuclear Society Virtual spring Meeting, May 13-14, 2021.",
2021,"Joongoo Jeon, Juhyeong Lee, Sung Joong Kim, ""Preliminary study of machine learning aided CFD network to reduce computational cost"", Transactions of the Korean Nuclear Society Virtual spring Meeting, May 13-14, 2021.",
2021,"Taeseok Kim, Sung Joong Kim, "" Condensation Performance Evaluation of Evacuate containment with Xenon, Air and CO2 for Small Modular Reactor"", Transactions of the Korean Nuclear Society Virtual spring Meeting, May 13-14, 2021.",
2021,"Jihun Lim, Doyoung Shin, Taeseok Kim, Jae Hyung Park, Jeong Ik Lee, Sung Joong Kim, "" Preliminary Analysis of Coupling Supercritical CO2 Cycle and Natural Draft Dry Cooling Tower for Small Modular Reactor Application"", Transactions of the Korean Nuclear Society Virtual spring Meeting, May 13-14, 2021.",
2020,"Doyoung Shin, Namgook Kim, Sung Joong Kim, ""Experimental study of reflooding heat transfer on Cr-layered cladding under atmospheric pressure,"" Transactions of the Korean Nuclear Society Virtual Autumn Meeting, December 17-18, 2020.",
2020,"Taeseok Kim, Sung Joong Kim, Jaemin Lee, Wonjoon Choi, ""The dropwise condensation heat transfer characteristics of CNT/OTS layered surface associated with non-condensable gas effect,"" Transactions of the Korean Nuclear Society Virtual Autumn Meeting, December 17-18, 2020.",
2020,"Joongoo Jeon, Yeon Soo Kim, Juhyeong Lee, Sung Joong Kim, ""A theoretical study to compare flame characteristics of H2 and CO flames for containment safety analysis"", Transactions of the Korean Nuclear Society Virtual Autumn Meeting, December 17-18, 2020.",
2020,"Jihun Lim, Joongoo Jeon, Doyoung Shin, Jae Hyung Park, Sung Joong Kim, ""Thermodynamic study of SCO2 Recompression Brayton Cycle with Intercooling and Reheating for Light Water Reactor"", Transactions of the Korean Nuclear Society Virtual Autumn Meeting, December 17-18, 2020.",
2020,"Taeseok Kim, Sung Joong Kim, ""Experimental study of droplet characteristics in dropwise condensation along the axial length of a long vertical tube"", Transactions of the Korean Nuclear Society Virtual Spring Meeting, July 9-10, 2020.",
2019,"Doyoung Shin, Min Wook Na, Jae Hyung Park, Sung Joong Kim, ""Evaluating Condenser Performance based on Pressure Transition Temperature,"" Transaction of the Korean Nuclear Society Autumn Meeting, Goyang, Republic of Korea, October 24-25, 2019.",
2019,"Wonjun Choi, Nam Kyung Kim, Joongoo Jeon, Sung Joong Kim, ""Assessment of Severe Accident Management By Multiple Mitigation Actions Using Monte Carlo Sampling"", 18th International Topical Meeting on Nuclear Reactor Thermal Hydraulics (NURETH-18), Portland, OR, August, 18-23, 2019.",
2019,"Joongoo Jeon, Hoichul Jung, Yeon Soo Kim, Sung Joong Kim, ""Numerical study of lean limit hydrogen flames propagating upward to validate a flammability limit model"", 18th International Topical Meeting on Nuclear Reactor Thermal Hydraulics (NURETH-18), Portland, OR, August, 18-23, 2019.",
2019,"Namgook Kim, Hong Hyun Son, Sung Joong Kim, ""Dependence of nanoscale roughness on wicking-based CHF enhancement for fresh and oxidized Cr-coated surfaces"", 18th International Topical Meeting on Nuclear Reactor Thermal Hydraulics (NURETH-18), Portland, OR, August, 18-23, 2019.",
2019,"Taeseok Kim, Yun Sik Cho, Sung Joong Kim, Jaemin Lee, Wonjoon Choi, ""Enhancement of condensation heat transfer by hydrophobic and nano porous surface"", 18th International Topical Meeting on Nuclear Reactor Thermal Hydraulics (NURETH-18), Portland, OR, August, 18-23, 2019.",
2019,"Joongoo Jeon, Yeon Soo Kim, Hoichul Jung, Sung Joong Kim, ""Computational study of lean limit flames in hydrogen mixtures to investigate flame propagation characteristics"", Korean Nuclear Society, 2019.",
2019,"Yeon Soo Kim, Joongoo Jeon, Wonjun Choi, Sung Joong Kim, ""A Comparative Study of Flammability Limit Models for H2/CO mixture on the Applicability of Severe Accident Conditions"", Korean Nuclear Society, 2019.",
2019,"Namgook Kim, Hong Hyun Son, Sung Joong Kim, ""Delayed growth of dry area with CHF enhancement on oxidized Cr-nanostructured surfaces"", Korean Nuclear Society, 2019.",
2019,"Jae Hyung Park, Taeseok Kim, Jong Hoon Han, Sung Joong Kim, "" Effects of air injection on condensation-induced pressure shock and critical heat flux of inclined downward-facing heater"", Korean Nuclear Society, 2019.",
2019,"Taeseok Kim, Yun Sik Cho, Sung Joong Kim, Jaemin Lee, Wonjoon Choi, ""Comparison of condensation heat transfer on hydrophobic and nano-porous surface"", Transaction of the Korean Nuclear Society Autumn Meeting, Goyang, Republic of Korea, October 24-25, 2019.",
2019,"Taeseok Kim, Jae Hyung Park, Jong Hoon Han, Uiju Jeong, Sung Joong Kim, ""Depletion of Bubble Condensation Induced Pressure Shock using Air injection for Core-catcher System"", 9th China-Korea Workshop on Nuclear Reactor Thermal-Hydraulics (WORTH-9) May 15~18, 2019 Chongqing, China",
2019,"Doyoung Shin, Min Wook Na, Sung Joong Kim, Jeong Ik Lee, Yonghee Kim, ""Performance of Indirect Dry Air-Cooled Condenser based on Pressure Transition Temperature for SMR Application"", 2019 International Congress on Advances in Nuclear Power Plants (ICAPP 2019), Juan-les-pins, France, May 12-15, 2019.",
2019,"Min Wook Na, Doyoung Shin, Sung Joong Kim, Yonghee Kim, Jeong Ik Lee, ""Cooling Sustainability Assessment of Passive Residual Heat Removal System Coupled with Dry Air Cooling System for SMR"", 2019 International Congress on Advances in Nuclear Power Plants (ICAPP 2019), Juan-les-pins, France, May 12-15, 2019.",
2019,"Chang Hyun Song, Wonjun Choi, Sung Joong Kim, ""Sensitivity Analysis of Corium Behavior and Properties of Concrete on Concrete Ablation during MCCI using MELCOR code"", 2019 International Congress on Advances in Nuclear Power Plants (ICAPP 2019), Juan-les-pins, France, May 12-15, 2019.",
2019,"Joongoo Jeon, Hoichul Jung, Sung Joong Kim, ""Development of CNAFT model for lower flammability of hydrogen mixtures for severe accident analysis code in nuclear power plant"", 9th International Seminar on Fire and Explosion Hazards (ISFEH9), Saint-Petersburg, Russia, April 21-26, 2019",
2019,"Yeon Soo Kim, Joongoo Jeon, Hoichul Jung, Sung Joong Kim, ""Development and Application of Methodology to Predict the Flammability for H2/CO mixture under Severe Accident in Nuclear Power Plant"", 9th International Seminar on Fire and Explosion Hazards (ISFEH9), Saint-Petersburg, Russia, April 21-26, 2019",
2019,"Yun Sik Cho, Hong Hyun Son, Jong Hoon Han, Sung Joong Kim, Byung Gi Park, Ho Cheol Shin, Hwansoo Lee, ""APPLICATION OF TIME-DEPENDENT GROWING MESH FOR CRUD GROWTH SIMULATION IN SINGLE ROD SCALE"", 27th International Conference on Nuclear Engineering (ICONE-27), Tsukuba, Japan, May 20-22, 2019",
2019,"Yun Sik Cho, Sung Joong Kim, Hwa Jeong Han, Byung Gi Park, Seungjin Seo, Sungyeol Choi, Ho Cheol Shin, Hwansoo Leed, ""Prediction of CRUD Generation using Time-dependent Growing Mesh and Multi-physics Frameworks"", Symposium on Water Chemistry and Corrosion in Nuclear Power Plants in Asia 2019 (AWC-2019), September 26-28, 2019",
2018,"Doyoung Shin, Min Wook Na, Sung Joong Kim, Yonghee Kim, Jeong Ik Lee, ""Efficiency Evaluation of Condenser Coupled with an Air-cooling System"", 11th Korea-Japan Symposium on Nuclear Thermal Hydraulics and Safety (NTHAS-11), Busan, Republic of Korea, Nov. 18-21, 2018.",
2018,"Hong Hyun Son, Namgook Kim, Sung Joong Kim, Critical heat flux enhancement based on receding dynamics of wicked liquid varying with surface roughness, NTHAS-11, Pusan, South Korea, November 27 – 30, 2018.",
2018,"Namgook Kim, Hong Hyun Son, Sung Joong Kim, ""Effect of nanoscale roughness on wicking-based CHF enhancement of fresh and oxidized Cr-coated surfaces"", 11th Korea-Japan Symposium on Nuclear Thermal Hydraulics and Safety (NTHAS-11), Busan, Republic of Korea, Nov. 18-21, 2018.",
2018,"Yeon Soo Kim, Wonjun Choi, Joongoo Jeon, Nam Kyung Kim, Sung Joong Kim, ""Combustion Risk Analysis considering H2 and CO under SBO scenario"", 11th Korea-Japan Symposium on Nuclear Thermal Hydraulics and Safety (NTHAS-11), Busan, Republic of Korea, Nov. 18-21, 2018.",
2018,"Taeseok Kim, Yun Sik Cho, Uiju Jeong, Jae Hyung Park, Sung Joong Kim, Jaemin Lee, Wonjoon Choi,, ""Separate effects of wettability and wickability on pool boiling CHF"", 11th Korea-Japan Symposium on Nuclear Thermal Hydraulics and Safety (NTHAS-11), Busan, Republic of Korea, Nov. 18-21, 2018.",
2018,"Yun Sik Cho, Hong Hyun Son, Byung Gi Park, Ho Cheol Shin, Hwansoo Lee, Sung Joong Kim, ""Sensitivity Analysis of Thickness-based CRUD Growth Model using Separate Computing Domain"", 11th Korea-Japan Symposium on Nuclear Thermal Hydraulics and Safety (NTHAS-11), Busan, Republic of Korea, Nov. 18-21, 2018.",
2018,"Min Wook Na, Doyoung Shin, Sung Joong Kim, Gwang Hyeok Seo, Jeong Ik Lee, ""Feasibility Analysis of Passive Heat Removal System Coupled with Dry Air Cooling System for the ATOM System,"" American Nuclear Society Winter Meeting, Orlando, Florida, U.S.A, Nov. 11-15, 2018.",
2018,"Joongoo Jeon, Nam Kyung Kim, Wonjun Choi, Sung Joong Kim, ""Development of a Lower Flammability Limit Model for Hydrogen Risk Analysis under Severe Accident Conditions"", 12th International Topical Meeting on Nuclear Reactor Thermal-Hydraulics, Operation and Safety (NUTHOS-12), Qingdao, China, October 14-18, 2018.",
2018,"Taeseok Kim, Yun Sik Cho, Uiju Jeong, Jae Hyung Park, Sung Joong Kim, Jaemin Lee, Wonjoon Choi, ""Nucleate Boiling Heat Transfer in Hydrophobic and Nano-porous Structured Surfaces Coated on a Vertical Tube"", 12th International Topical Meeting on Nuclear Reactor Thermal-Hydraulics, Operation and Safety (NUTHOS-12), Qingdao, China, October 14-18, 2018.",
2018,"Yun Sik Cho, Taeseok Kim, Uiju Jeong, Jae Hyung Park, Sung Joong Kim, ""Effect of MWCNT/octadecanethiol multi-layered modification on condensation heat transfer"", 12th International Topical Meeting on Nuclear Reactor Thermal-Hydraulics, Operation and Safety (NUTHOS-12), Qingdao, China, October 14-18, 2018.",
2018,"Joongoo Jeon, Yeon Soo Kim, Hoichul Jung, Sung Joong Kim, ""Calculated Non-Adiabatic Flame Temperature Model: Prediction of Lower Flammability Limits of Hydrogen Mixtures"", Korean Nuclear Society, 2018.",
2018,"Yeon Soo Kim, Joongoo Jeon, Wonjun Choi, Nam Kyung Kim, Sung Joong Kim, ""Preliminary Combustion Risk Analysis of H2/CO mixture under Severe Accident using Le Chateler's Law"", Korean Nuclear Society, 2018.",
2018,"Hoichul Jung, Sung Joong Kim, ""Calculated Non-Adiabatic Flame Temperature Model: Prediction of Lower Flammability Limits of Hydrogen Mixtures"", Korean Nuclear Society, 2018.",
2018,"Min Wook Na, Gwang Hyeok Seo, Doyoung Shin, Yonghee Kim, Jeong Ik Lee, Sung Joong Kim, ""Feasibility Assessment of Passive Residual Heat Removal System Coupled with a Dry Air Cooling System for the ATOM System,"" 6th International Conference on Nuclear and Renewable Energy Resources (NURER-6), Jeju, Republic of Korea, Sep. 30 - Oct. 3, 2018.",
2018,"Doyoung Shin, Min Wook Na, Yonghee Kim, Jeong Ik Lee, Sung Joong Kim, ""Heat Transfer Performance of Steam Condenser Coupled with the Air-cooling System for the Small Modular Reactor,"" 6th International Conference on Nuclear and Renewable Energy Resources (NURER-6), Jeju, Republic of Korea, Sep. 30 - Oct. 3, 2018.",
2018,"Hong Hyun Son, Yun Sik Cho., Namgook Kim, Byunggi Park, Hwansoo Lee, Ho Chul Shin, Sung Joong Kim, Review of CRUD growth models compatible with thermal-hydraulics codes for multiscale simulation, ICWCNRS, San Francisco, USA, September 9 – 14, 2018.",
2018,"Doyoung Shin, Gwang Hyeok Seo, Min Wook Na, Sung Joong Kim, Yonghee Kim, Jeong Ik Lee, ""Feasibility Assessment of Air-cooling System as an Ultimate Heat Sink of the ATOM System,"" 26th International Conference on Nuclear Engineering (ICONE-26), London, England, July 22-26, 2018.",
2018,"Joongoo Jeon, Nam Kyung Kim, Wonjun Choi, Taeseok Kim, Sung Joong Kim, ""Investigation of Flammability of Hydrogen Gases with Diluent Gases under Severe Accident Conditions using CNAFT Model"", 26th International Conference on Nuclear Engineering (ICONE-26), London, England, July 22-26, 2018.",
2018,"Wonjun Choi, Taeseok Kim, Joongoo Jeon, Nam Kyung Kim, Sung Joong , ""Sensitivity Analysis of RCS Depressurization Strategy Under A Postulated SGTR Accident in OPR1000"" 26th International Conference on Nuclear Engineering (ICONE-26), London, England, July 22-26, 2018.",
2018,"Taeseok Kim, Wonjoon Choi, Joongoo Jeon, Nam Kyung Kim, Sung Joong , ""INVESTIGATION ON FISSION PRODUCTS RELEASE MITIGATED BY IN-CONTAINMENT RELIEF VALVE UNDER SGTR ACCIDENT"" 26th International Conference on Nuclear Engineering (ICONE-26), London, England, July 22-26, 2018.",
2018,"Namgook Kim, Hong Hyun Son, Sung Joong Kim, ""The effect of the coating and oxidation process of accident tolerant fuel cladding on the critical heat flux"", Korean Institute of Metals and Materials, 2018.",
2018,"Hong Hyun Son, Namgook Kim, Sung Joong Kim, ""Wicking-based Enhancement of Pool Boiling Critical Heat Flux on Cr- and CrAl-coated Plate Surfaces"", Korean Institute of Metals and Materials, 2018.",
2018,"Uiju Jeong, Sung Joong Kim""Safety Limit Estimation of Natural Circulation Loop in EU-APR1400 Ex-vessel Core Catcher system"", Korean Nuclear Society, 2018.",
2018,"Doyoung Shin, Min Wook Na, Gwang Hyeok Seo, Sung Joong Kim, Yonghee Kim, Jeong Ik Lee, ""Efficiency Assessment of Air-cooling System as a Final Heat Sink of the ATOM system"", Korean Nuclear Society, 2018.",
2018,"Gwang Hyoek Seo, Min Wook Na, Doyoung Shin, Yonghee Kim, Jeong Ik Lee, Sung Joong Kim, ""Development of a Passive Residual Heat Removal System with an Air Cooling Component of the ATOM system"", Korean Nuclear Society, 2018.",
2018,"Uiju Jeong, Sung Joong Kim, ""Understanding Role of Flow Obstacle on Bubble Behavior and CHF in Two-Phase Boundary Layer Flow"", Korean Nuclear Society, 2018.",
2018,"Joongoo Jeon, Wonjun Choi, Sung Joong Kim, ""Development of calculated non-adiabatic flame temperature model to predict flammability limits of H2-air-diluent mixtures based on heat transfer mechanism"", Korean Nuclear Society, 2018.",
2018,"Yeon Soo Kim, Nam Kyung Kim, Joongoo Jeon, Wonjun Choi, Sung Joong Kim, ""Investigation of downward flow gas mixture in a PAR during SBO using the MELCOR code"", Korean Nuclear Society, 2018.",
2018,"Hong Hyun Son, Namgook Kim, Sung Joong Kim, ""Receding behavior of wicked liquid for critical heat flux enhancement"", ICBCHT, Nagasaki, Japan, March 12 - 15, 2018.",
2018,"Namgook Kim, Hong Hyun Son, Sung Joong Kim, ""Dependency of nanoscale particles on liquid spreading and CHF enhancment"", ICBCHT, Nagasaki, Japan, March 12 - 15, 2018.",
2017,"Joongoo Jeon, Wonjun Choi, Sung Joong Kim, ""Improved Safety Injection Flow Map Associated with Target RCS Depressurization to Maintain Core Coolability of OPR1000"", American Nuclear Society, 2017.",
2017,"Hong Hyun Son, Gwang Hyeok Seo, Uiju Jeong, Sung Joong Kim, ""Enhanced pool boiling critical heat flux with Cr-sputtered superhydrophilic metal surface"", ICAPP, 2017.",
2017,"Nam Kyung Kim, Joongoo Jeon, Wonjun Choi, Sung Joong Kim, ""Benchmarking study of THAI-HD Experiments by Adjusting Combustion Model in MELCOR Code"", NURETH-17, 2017.",
2017,"Gwang Hyoek Seo, Doyoung Shin, Honghyun Son, Sung Joong Kim, ""PIV Investigation of Natural Convective Flow inside 8×8 Partial Fuel Assembly"", NURETH-17, 2017.",
2017,"Doyoung Shin, Uiju Jeong, Jae Sung Kwon, Sung Joong Kim, ""PIV Investigation of Natural Convective Flow inside 8×8 Partial Fuel Assembly"", NURETH-17, 2017.",
2017,"Hong Hyun Son, Yun Sik Cho, Sung Joong Kim, ""Comparative Study of Boiling Heat Transfer Between FeCrAl- and Cr-Layered Vertical Tubes in Saturated Pool Boiling"", NURETH-17, 2017.",
2017,"Wonjun Choi, Nam Kyung Kim, Joongoo Jeon, Sung Joong Kim, ""Investigation of severe accident management by multiple mitigation actions under SGTR accident"", NURETH-17, 2017.",
2017,"Gwang Hyeok Seo, Doyoung Shin, Honghyun Son, Sung Joong Kim, ""Preliminary Study of Conceptual Design of the ATOM Safety System"", Korean Nuclear Society, 2017.",
